"","IdVote","RegistrationNumber","BusinessTitle","Subject","IdSession","NrValid","Yes","Result_share_yes","Result","ja_svp","ja_fdp","ja_cvp","ja_sp","ja_gruene","valid_svp","valid_fdp","valid_cvp","valid_sp","valid_gruene","ja_share_svp","ja_share_fdp","ja_share_cvp","ja_share_sp","ja_share_gruene"
"12",16520,12780,"Asiatische Infrastruktur-Investitionsbank. Beitritt","Gesamtabstimmung",5001,189,133,0.703703703703704,"Ja",62,30,29,0,0,67,30,29,41,11,0.925373134328358,1,1,0,0
"13",16524,12784,"Asiatische Infrastruktur-Investitionsbank. Beitritt","Gesamtabstimmung",5001,187,130,0.695187165775401,"Ja",60,31,29,0,0,65,31,29,42,11,0.923076923076923,1,1,0,0
"14",16526,12786,"Europäisches Auslieferungsübereinkommen. Genehmigung des dritten und vierten Zusatzprotokolls","Gesamtabstimmung",5001,163,104,0.638036809815951,"Ja",3,21,23,38,8,62,21,23,38,8,0.0483870967741935,1,1,1,1
"15",16545,12805,"Zollgesetz. Teilrevision","Gesamtabstimmung",5001,178,178,1,"Ja",64,28,28,35,11,64,28,28,35,11,1,1,1,1,1
"16",16551,12811,"Rüstungsprogramm 2015","Gesamtabstimmung",5001,191,138,0.722513089005236,"Ja",64,31,29,1,0,64,31,29,42,12,1,1,1,0.0238095238095238,0
"17",16565,12825,"Ermächtigungsgesetz zum AETR. Änderung","Gesamtabstimmung",5001,152,152,1,"Ja",55,28,25,31,10,55,28,25,31,10,1,1,1,1,1
"18",16569,12829,"Verrechnungssteuergesetz. Änderung","Gesamtabstimmung",5001,182,182,1,"Ja",60,30,28,41,12,60,30,28,41,12,1,1,1,1,1
"19",16570,12830,"Elementarschadenversicherung durch private Versicherungsunternehmen. Abkommen mit dem Fürstentum Liechtenstein","Gesamtabstimmung",5001,174,174,1,"Ja",56,27,27,41,12,56,27,27,41,12,1,1,1,1,1
"20",16573,12833,"Bundesgesetz über die elektronische Signatur, ZertES. Totalrevision","Gesamtabstimmung",5001,180,119,0.661111111111111,"Ja",4,31,30,32,11,66,31,30,32,11,0.0606060606060606,1,1,1,1
"21",16583,12843,"Aufhebung der zolltariflichen Begünstigung der Importe von gewürztem Fleisch","Schlussabstimmung",5001,190,138,0.726315789473684,"Ja",64,27,30,1,10,65,31,30,41,10,0.984615384615385,0.870967741935484,1,0.024390243902439,1
"22",16584,12844,"Internationales Übereinkommen zum Schutz aller Personen vor dem Verschwindenlassen. Genehmigung","Schlussabstimmung",5001,192,128,0.666666666666667,"Ja",1,31,30,41,12,65,31,30,41,12,0.0153846153846154,1,1,1,1
"23",16587,12847,"Für ein bedingungsloses Grundeinkommen. Volksinitiative","Schlussabstimmung",5001,176,157,0.892045454545455,"Ja",65,31,30,13,5,65,31,30,41,12,1,1,1,0.317073170731707,0.416666666666667
"24",16588,12848,"Minamata-Übereinkommen über Quecksilber. Genehmigung","Schlussabstimmung",5001,193,193,1,"Ja",66,31,30,41,12,66,31,30,41,12,1,1,1,1,1
"25",16589,12849,"AHVplus: für eine starke AHV. Volksinitiative","Schlussabstimmung",5001,192,139,0.723958333333333,"Ja",65,31,30,0,0,66,31,30,41,12,0.984848484848485,1,1,0,0
"26",16590,12850,"Freizügigkeitsgesetz. Ansprüche bei Wahl der Anlagestrategie durch die versicherte Person","Schlussabstimmung",5001,193,193,1,"Ja",67,31,30,41,12,67,31,30,41,12,1,1,1,1,1
"27",16592,12852,"KVG. Steuerung des ambulanten Bereichs","Schlussabstimmung",5001,193,96,0.49740932642487,"Nein",0,0,30,41,12,67,31,30,41,12,0,0,1,1,1
"28",16593,12853,"Internationaler automatischer Informationsaustausch im Steuerbereich. Bundesgesetz","Schlussabstimmung",5001,188,120,0.638297872340426,"Ja",0,27,27,41,12,67,31,30,41,12,0,0.870967741935484,0.9,1,1
"29",16594,12854,"Internationaler automatischer Informationsaustausch im Steuerbereich. Bundesgesetz","Schlussabstimmung",5001,187,119,0.636363636363636,"Ja",0,27,27,41,12,67,31,30,41,12,0,0.870967741935484,0.9,1,1
"30",16595,12855,"Amtshilfe in Steuersachen. Übereinkommen des Europarates und der OECD. Genehmigung","Schlussabstimmung",5001,190,122,0.642105263157895,"Ja",0,27,29,41,12,67,31,30,41,12,0,0.870967741935484,0.966666666666667,1,1
"31",16596,12856,"Asiatische Infrastruktur-Investitionsbank. Beitritt","Schlussabstimmung",5001,188,135,0.718085106382979,"Ja",61,31,30,0,0,67,31,30,41,12,0.91044776119403,1,1,0,0
"32",16597,12857,"Für eine nachhaltige und ressourceneffiziente Wirtschaft (Grüne Wirtschaft). Volksinitiative und indirekter Gegenvorschlag","Schlussabstimmung",5001,190,128,0.673684210526316,"Ja",65,31,26,0,0,65,31,30,41,12,1,1,0.866666666666667,0,0
"33",16598,12858,"Sperrung und Rückerstattung unrechtmässig erworbener Vermögenswerte ausländischer politisch exponierter Personen. Bundesgesetz","Schlussabstimmung",5001,190,124,0.652631578947368,"Ja",0,29,29,41,12,65,31,30,41,12,0,0.935483870967742,0.966666666666667,1,1
"34",16635,12895,"Bundesgesetz über die Ladenöffnungszeiten","Gesamtabstimmung",5002,186,122,0.655913978494624,"Ja",56,29,23,0,0,65,31,28,41,12,0.861538461538462,0.935483870967742,0.821428571428571,0,0
"35",16678,12938,"Aussenwirtschaftspolitik. Bericht 2015","Gesamtabstimmung",5002,188,186,0.98936170212766,"Ja",64,31,26,42,11,66,31,26,42,11,0.96969696969697,1,1,1,1
"36",16679,12939,"Aussenwirtschaftspolitik. Bericht 2015","Gesamtabstimmung",5002,188,188,1,"Ja",66,31,26,42,11,66,31,26,42,11,1,1,1,1,1
"37",16683,12943,"Entsendegesetz. Änderung","Gesamtabstimmung",5002,191,126,0.659685863874346,"Ja",8,23,27,43,12,65,31,27,43,12,0.123076923076923,0.741935483870968,1,1,1
"38",16723,12983,"Bundesgesetz über die Arbeit in Unternehmen des öffentlichen Verkehrs (AZG). Teilrevision","Gesamtabstimmung",5002,184,184,1,"Ja",63,30,28,42,9,63,30,28,42,9,1,1,1,1,1
"39",16753,13013,"Ordnungsbussengesetz","Gesamtabstimmung",5002,175,167,0.954285714285714,"Ja",52,31,27,36,11,64,31,27,36,11,0.8125,1,1,1,1
"40",16773,13033,"Innosuisse-Gesetz","Gesamtabstimmung",5002,181,126,0.696132596685083,"Ja",1,32,30,38,12,67,32,30,39,12,0.0149253731343284,1,1,0.974358974358974,1
"41",16794,13054,"Revision der Quellenbesteuerung des Erwerbseinkommens. Bundesgesetz","Gesamtabstimmung",5002,191,185,0.968586387434555,"Ja",58,30,29,42,12,66,30,29,42,12,0.878787878787879,1,1,1,1
"42",16797,13057,"Informationsaustausch in Steuersachen. Abkommen mit Belize und Grenada","Gesamtabstimmung",5002,175,128,0.731428571428571,"Ja",5,32,29,38,11,65,32,29,38,11,0.0769230769230769,1,1,1,1
"43",16798,13058,"Informationsaustausch in Steuersachen. Abkommen mit Belize und Grenada","Gesamtabstimmung",5002,174,131,0.752873563218391,"Ja",6,32,29,39,12,65,32,29,39,12,0.0923076923076923,1,1,1,1
"44",16799,13059,"Doppelbesteuerung. Abkommen mit Oman","Gesamtabstimmung",5002,169,129,0.763313609467456,"Ja",4,31,29,40,12,65,31,29,40,12,0.0615384615384615,1,1,1,1
"45",16800,13060,"Doppelbesteuerung. Abkommen mit Liechtenstein","Gesamtabstimmung",5002,172,140,0.813953488372093,"Ja",15,32,28,40,12,65,32,28,40,12,0.230769230769231,1,1,1,1
"46",16801,13061,"Doppelbesteuerung. Abkommen mit Liechtenstein","Gesamtabstimmung",5002,165,133,0.806060606060606,"Ja",7,32,29,40,12,64,32,29,40,12,0.109375,1,1,1,1
"47",16802,13062,"Doppelbesteuerung. Abkommen mit Norwegen","Gesamtabstimmung",5002,171,137,0.801169590643275,"Ja",11,32,29,40,12,65,32,29,40,12,0.169230769230769,1,1,1,1
"48",16803,13063,"Doppelbesteuerung. Abkommen mit Albanien","Gesamtabstimmung",5002,184,129,0.701086956521739,"Ja",3,32,29,40,12,65,32,29,40,12,0.0461538461538462,1,1,1,1
"49",16805,13065,"Nächste Generation der Arbeitsplatzsysteme (Programm APS2020). Einführung","Gesamtabstimmung",5002,182,181,0.994505494505495,"Ja",62,31,26,39,10,63,31,26,39,11,0.984126984126984,1,1,1,0.909090909090909
"50",16827,13087,"Landesversorgungsgesetz. Totalrevision","Gesamtabstimmung",5002,189,189,1,"Ja",64,32,29,40,12,64,32,29,40,12,1,1,1,1,1
"51",16833,13093,"Militärstrafprozess. Ausdehnung der Rechte der Geschädigten","Gesamtabstimmung",5002,166,166,1,"Ja",57,31,29,32,8,57,31,29,32,8,1,1,1,1,1
"52",16867,13127,"Gleichstellung der eingetragenen Partnerschaft und der Ehe im Einbürgerungsverfahren","Gesamtabstimmung",5002,184,122,0.66304347826087,"Ja",3,29,23,42,12,66,30,28,42,12,0.0454545454545455,0.966666666666667,0.821428571428571,1,1
"53",16868,13128,"Gleichstellung der eingetragenen Partnerschaft und der Ehe im Einbürgerungsverfahren","Gesamtabstimmung",5002,184,122,0.66304347826087,"Ja",3,29,23,42,12,66,30,28,42,12,0.0454545454545455,0.966666666666667,0.821428571428571,1,1
"54",16887,13147,"Strafregistergesetz (VOSTRA)","Gesamtabstimmung",5002,180,150,0.833333333333333,"Ja",30,28,28,41,12,61,28,28,41,12,0.491803278688525,1,1,1,1
"55",16921,13181,"Unternehmenssteuerreformgesetz III","Gesamtabstimmung",5002,190,138,0.726315789473684,"Ja",66,30,29,0,0,66,30,30,40,12,1,1,0.966666666666667,0,0
"56",16936,13196,"Heilmittelgesetz. Änderung","Schlussabstimmung",5002,195,193,0.98974358974359,"Ja",66,31,30,41,11,68,31,30,41,11,0.970588235294118,1,1,1,1
"57",16937,13197,"Bundesgesetz betreffend die Überwachung des Post- und Fernmeldeverkehrs. Änderung","Schlussabstimmung",5002,183,160,0.87431693989071,"Ja",56,31,30,30,0,68,31,30,41,11,0.823529411764706,1,1,0.731707317073171,0
"58",16938,13198,"Energiestrategie 2050, erstes Massnahmenpaket. Für den geordneten Ausstieg aus der Atomenergie (Atomausstiegsinitiative). Volksinitiative","Schlussabstimmung",5002,193,134,0.694300518134715,"Ja",67,31,29,0,0,68,31,30,41,11,0.985294117647059,1,0.966666666666667,0,0
"59",16939,13199,"Bundesgesetz über die elektronische Signatur, ZertES. Totalrevision","Schlussabstimmung",5002,195,127,0.651282051282051,"Ja",0,31,30,41,11,68,31,30,41,11,0,1,1,1,1
"60",16940,13200,"Bundesgesetz über den Wald. Änderung","Schlussabstimmung",5002,191,189,0.989528795811518,"Ja",64,29,30,41,11,68,31,30,41,11,0.941176470588235,0.935483870967742,1,1,1
"61",16942,13202,"Weiterentwicklung der Armee. Änderung der Rechtsgrundlagen","Schlussabstimmung",5002,156,143,0.916666666666667,"Ja",68,31,30,0,0,68,31,30,41,11,1,1,1,0,0
"62",16943,13203,"Weiterentwicklung der Armee. Änderung der Rechtsgrundlagen","Schlussabstimmung",5002,155,143,0.92258064516129,"Ja",68,31,30,0,0,68,31,30,40,11,1,1,1,0,0
"63",16944,13204,"Weiterentwicklung der Armee. Änderung der Rechtsgrundlagen","Schlussabstimmung",5002,159,143,0.89937106918239,"Ja",68,31,30,0,0,68,31,30,40,11,1,1,1,0,0
"64",16946,13206,"Weiterentwicklung der Armee. Änderung der Rechtsgrundlagen","Schlussabstimmung",5002,150,134,0.893333333333333,"Ja",60,30,30,0,0,68,31,30,41,11,0.882352941176471,0.967741935483871,1,0,0
"65",16947,13207,"Krebsregistrierungsgesetz","Schlussabstimmung",5002,195,192,0.984615384615385,"Ja",65,31,30,41,11,68,31,30,41,11,0.955882352941177,1,1,1,1
"66",16948,13208,"Ordnungsbussengesetz","Schlussabstimmung",5002,187,182,0.973262032085562,"Ja",56,31,30,40,11,67,31,30,40,11,0.835820895522388,1,1,1,1
"67",16951,13211,"Mineralölsteuergesetz. Teilrevision","Schlussabstimmung",5002,194,135,0.695876288659794,"Ja",68,31,28,0,1,68,31,30,41,11,1,1,0.933333333333333,0,0.0909090909090909
"68",16952,13212,"Zollgesetz. Teilrevision","Schlussabstimmung",5002,195,195,1,"Ja",68,31,30,41,11,68,31,30,41,11,1,1,1,1,1
"69",16953,13213,"Konvention zum Schutze der Menschenrechte und Grundfreiheiten. Protokoll Nr. 15. Genehmigung","Schlussabstimmung",5002,188,129,0.686170212765957,"Ja",2,31,30,41,11,68,31,30,41,11,0.0294117647058824,1,1,1,1
"70",16954,13214,"Europäisches Auslieferungsübereinkommen. Genehmigung des dritten und vierten Zusatzprotokolls","Schlussabstimmung",5002,194,193,0.994845360824742,"Ja",66,31,30,41,11,68,31,30,41,11,0.970588235294118,1,1,1,1
"71",16955,13215,"Doppelbesteuerung. Abkommen mit Italien","Schlussabstimmung",5002,150,131,0.873333333333333,"Ja",4,31,30,41,11,68,31,30,41,11,0.0588235294117647,1,1,1,1
"72",16956,13216,"Elementarschadenversicherung durch private Versicherungsunternehmen. Abkommen mit dem Fürstentum Liechtenstein","Schlussabstimmung",5002,195,195,1,"Ja",68,31,30,41,11,68,31,30,41,11,1,1,1,1,1
"73",16957,13217,"Verrechnungssteuergesetz. Änderung","Schlussabstimmung",5002,194,194,1,"Ja",68,31,29,41,11,68,31,30,41,11,1,1,0.966666666666667,1,1
"74",16958,13218,"Ermächtigungsgesetz zum AETR. Änderung","Schlussabstimmung",5002,194,194,1,"Ja",67,31,30,41,11,67,31,30,41,11,1,1,1,1,1
"75",16960,13220,"Standardisiertes GEVER-Produkt. Finanzierung der Realisierung und Einführung","Gesamtabstimmung",5002,173,168,0.971098265895954,"Ja",58,26,28,36,10,64,26,28,39,10,0.90625,1,1,0.923076923076923,1
"76",17054,13314,"ZGB. Beurkundung des Personenstands und Grundbuch","Gesamtabstimmung",5003,165,165,1,"Ja",63,27,25,32,9,63,27,25,32,9,1,1,1,1,1
"77",17061,13321,"Freizügigkeitsabkommen. Ausdehnung auf Kroatien","Gesamtabstimmung",5003,186,122,0.655913978494624,"Ja",0,29,27,43,11,65,29,27,43,11,0,1,1,1,1
"78",17066,13326,"Wiedergutmachung für Verdingkinder und Opfer fürsorgerischer Zwangsmassnahmen (Wiedergutmachungsinitiative). Volksinitiative und indirekter Gegenvorschlag","Gesamtabstimmung",5003,168,142,0.845238095238095,"Ja",23,27,29,41,11,62,28,29,41,11,0.370967741935484,0.964285714285714,1,1,1
"79",17071,13331,"Wiedergutmachung für Verdingkinder und Opfer fürsorgerischer Zwangsmassnahmen (Wiedergutmachungsinitiative). Volksinitiative und indirekter Gegenvorschlag","Gesamtabstimmung",5003,169,143,0.846153846153846,"Ja",24,27,29,41,11,62,28,29,41,11,0.387096774193548,0.964285714285714,1,1,1
"80",17080,13340,"Verlängerung der Gültigkeit von Artikel 55a KVG","Gesamtabstimmung",5003,184,177,0.96195652173913,"Ja",62,22,27,42,11,64,30,28,42,11,0.96875,0.733333333333333,0.964285714285714,1,1
"81",17094,13354,"Besteuerung land- und forstwirtschaftlicher Grundstücke. Bundesgesetz","Gesamtabstimmung",5003,184,100,0.543478260869565,"Ja",66,11,20,0,2,66,31,25,42,12,1,0.354838709677419,0.8,0,0.166666666666667
"82",17120,13380,"ZGB. Adoption. Änderung","Gesamtabstimmung",5004,180,115,0.638888888888889,"Ja",7,27,16,41,12,62,30,28,41,12,0.112903225806452,0.9,0.571428571428571,1,1
"83",17133,13393,"Staatsrechnung 2015","Gesamtabstimmung",5004,189,186,0.984126984126984,"Ja",62,27,30,42,12,65,27,30,43,12,0.953846153846154,1,1,0.976744186046512,1
"84",17134,13394,"Staatsrechnung 2015","Gesamtabstimmung",5004,190,190,1,"Ja",65,27,30,43,12,65,27,30,43,12,1,1,1,1,1
"85",17135,13395,"Staatsrechnung 2015","Gesamtabstimmung",5004,190,190,1,"Ja",65,27,30,43,12,65,27,30,43,12,1,1,1,1,1
"86",17136,13396,"Staatsrechnung 2015","Gesamtabstimmung",5004,187,187,1,"Ja",63,26,30,43,12,64,27,30,43,12,0.984375,0.962962962962963,1,1,1
"87",17137,13397,"Voranschlag 2016. Nachtrag I","Gesamtabstimmung",5004,188,124,0.659574468085106,"Ja",0,26,30,43,12,64,26,30,43,12,0,1,1,1,1
"88",17141,13401,"Zinsbesteuerungsabkommen zwischen der Schweiz und der EU. Änderung","Gesamtabstimmung",5004,180,122,0.677777777777778,"Ja",0,28,28,41,12,63,31,28,41,12,0,0.903225806451613,1,1,1
"89",17144,13404,"Automatischer Informationsaustausch über Finanzkonten mit Australien. Einführung","Gesamtabstimmung",5004,148,124,0.837837837837838,"Ja",1,29,28,42,11,63,30,28,42,11,0.0158730158730159,0.966666666666667,1,1,1
"90",17169,13429,"Internationale Zusammenarbeit 2017-2020. Weiterführung","Gesamtabstimmung",5004,191,122,0.638743455497382,"Ja",0,27,28,43,11,65,31,28,43,11,0,0.870967741935484,1,1,1
"91",17177,13437,"Internationale Zusammenarbeit 2017-2020. Weiterführung","Gesamtabstimmung",5004,191,121,0.633507853403141,"Ja",0,26,28,43,11,65,31,28,43,11,0,0.838709677419355,1,1,1
"92",17181,13441,"Internationale Zusammenarbeit 2017-2020. Weiterführung","Gesamtabstimmung",5004,191,119,0.62303664921466,"Ja",0,24,28,43,11,65,31,28,43,11,0,0.774193548387097,1,1,1
"93",17185,13445,"Internationale Zusammenarbeit 2017-2020. Weiterführung","Gesamtabstimmung",5004,191,121,0.633507853403141,"Ja",0,26,28,43,11,65,31,28,43,11,0,0.838709677419355,1,1,1
"94",17186,13446,"Internationale Zusammenarbeit 2017-2020. Weiterführung","Gesamtabstimmung",5004,190,124,0.652631578947368,"Ja",0,29,28,43,11,65,31,28,43,11,0,0.935483870967742,1,1,1
"95",17206,13466,"Bundesgesetz über die Gesundheitsberufe","Gesamtabstimmung",5004,186,181,0.973118279569892,"Ja",56,30,28,42,12,64,30,28,42,12,0.875,1,1,1,1
"96",17236,13496,"Interamerikanische Investitionsgesellschaft. Beteiligung der Schweiz an der Kapitalerhöhung","Gesamtabstimmung",5004,179,171,0.955307262569832,"Ja",51,28,28,41,10,61,28,28,41,10,0.836065573770492,1,1,1,1
"97",17244,13504,"Förderung von Bildung, Forschung und Innovation in den Jahren 2017-2020","Gesamtabstimmung",5004,192,189,0.984375,"Ja",64,28,29,43,11,67,28,29,43,11,0.955223880597015,1,1,1,1
"98",17253,13513,"Förderung von Bildung, Forschung und Innovation in den Jahren 2017-2020","Gesamtabstimmung",5004,192,179,0.932291666666667,"Ja",53,29,29,43,11,67,29,29,43,11,0.791044776119403,1,1,1,1
"99",17258,13518,"Förderung von Bildung, Forschung und Innovation in den Jahren 2017-2020","Gesamtabstimmung",5004,190,190,1,"Ja",67,29,26,43,12,67,29,26,43,12,1,1,1,1,1
"100",17266,13526,"Förderung von Bildung, Forschung und Innovation in den Jahren 2017-2020","Gesamtabstimmung",5004,183,128,0.699453551912568,"Ja",9,28,27,41,10,67,28,27,41,10,0.134328358208955,1,1,1,1
"101",17267,13527,"Förderung von Bildung, Forschung und Innovation in den Jahren 2017-2020","Gesamtabstimmung",5004,177,177,1,"Ja",64,27,27,37,10,64,27,27,37,10,1,1,1,1,1
"102",17268,13528,"Förderung von Bildung, Forschung und Innovation in den Jahren 2017-2020","Gesamtabstimmung",5004,178,177,0.99438202247191,"Ja",64,27,27,37,10,65,27,27,37,10,0.984615384615385,1,1,1,1
"103",17269,13529,"Förderung von Bildung, Forschung und Innovation in den Jahren 2017-2020","Gesamtabstimmung",5004,183,183,1,"Ja",66,28,27,38,11,66,28,27,38,11,1,1,1,1,1
"104",17270,13530,"Förderung von Bildung, Forschung und Innovation in den Jahren 2017-2020","Gesamtabstimmung",5004,185,185,1,"Ja",67,28,27,39,11,67,28,27,39,11,1,1,1,1,1
"105",17274,13534,"Förderung von Bildung, Forschung und Innovation in den Jahren 2017-2020","Gesamtabstimmung",5004,185,134,0.724324324324324,"Ja",16,28,27,39,11,67,28,27,40,11,0.238805970149254,1,1,0.975,1
"106",17278,13538,"Förderung von Bildung, Forschung und Innovation in den Jahren 2017-2020","Gesamtabstimmung",5004,186,141,0.758064516129032,"Ja",22,29,27,39,11,67,29,27,40,11,0.328358208955224,1,1,0.975,1
"107",17290,13550,"Förderung von Bildung, Forschung und Innovation in den Jahren 2017-2020","Gesamtabstimmung",5004,181,135,0.74585635359116,"Ja",20,29,24,40,10,66,29,24,40,10,0.303030303030303,1,1,1,1
"108",17295,13555,"Förderung von Bildung, Forschung und Innovation in den Jahren 2017-2020","Gesamtabstimmung",5004,183,128,0.699453551912568,"Ja",11,29,25,39,11,66,29,25,39,11,0.166666666666667,1,1,1,1
"109",17299,13559,"Förderung von Bildung, Forschung und Innovation in den Jahren 2017-2020","Gesamtabstimmung",5004,180,135,0.75,"Ja",20,29,24,38,11,65,29,24,38,11,0.307692307692308,1,1,1,1
"110",17305,13565,"Förderung von Bildung, Forschung und Innovation in den Jahren 2017-2020","Gesamtabstimmung",5004,179,158,0.88268156424581,"Ja",44,29,24,39,11,65,29,24,39,11,0.676923076923077,1,1,1,1
"111",17309,13569,"Förderung von Bildung, Forschung und Innovation in den Jahren 2017-2020","Gesamtabstimmung",5004,177,132,0.745762711864407,"Ja",20,28,21,39,11,65,28,21,39,11,0.307692307692308,1,1,1,1
"112",17314,13574,"Förderung von Bildung, Forschung und Innovation in den Jahren 2017-2020","Gesamtabstimmung",5004,171,120,0.701754385964912,"Ja",14,26,22,37,9,65,26,22,37,9,0.215384615384615,1,1,1,1
"113",17318,13578,"Moratorium für die Ausfuhr abgebrannter Brennelemente zur Wiederaufarbeitung. Verlängerung","Gesamtabstimmung",5004,194,129,0.664948453608247,"Ja",1,30,30,42,12,66,30,30,42,12,0.0151515151515152,1,1,1,1
"114",17337,13597,"Bundesgesetz über die gebrannten Wasser. Teilrevision","Gesamtabstimmung",5004,171,171,1,"Ja",66,26,28,29,12,66,26,28,41,12,1,1,1,0.707317073170732,1
"115",17348,13608,"FIPOI. Finanzhilfen an die UNOG, WHO und ILO","Gesamtabstimmung",5004,181,140,0.773480662983425,"Ja",15,29,29,42,12,62,29,29,42,12,0.241935483870968,1,1,1,1
"116",17350,13610,"FIPOI. Finanzhilfen an die UNOG, WHO und ILO","Gesamtabstimmung",5004,182,138,0.758241758241758,"Ja",13,29,29,42,12,63,29,29,42,12,0.206349206349206,1,1,1,1
"117",17352,13612,"FIPOI. Finanzhilfen an die UNOG, WHO und ILO","Gesamtabstimmung",5004,183,142,0.775956284153005,"Ja",16,29,29,43,12,63,29,29,43,12,0.253968253968254,1,1,1,1
"118",17369,13629,"Nationalstrassen- und Agglomerationsverkehrs-Fonds (NAF). Schliessung der Finanzierungslücke und Strategisches Entwicklungsprogramm Nationalstrassen","Gesamtabstimmung",5004,194,132,0.680412371134021,"Ja",67,31,28,0,0,67,31,28,43,12,1,1,1,0,0
"119",17387,13647,"Nationalstrassen- und Agglomerationsverkehrs-Fonds (NAF). Schliessung der Finanzierungslücke und Strategisches Entwicklungsprogramm Nationalstrassen","Gesamtabstimmung",5004,181,173,0.955801104972376,"Ja",58,31,28,40,3,67,31,28,43,12,0.865671641791045,1,1,0.930232558139535,0.25
"120",17390,13650,"Nationalstrassen- und Agglomerationsverkehrs-Fonds (NAF). Schliessung der Finanzierungslücke und Strategisches Entwicklungsprogramm Nationalstrassen","Gesamtabstimmung",5004,150,150,1,"Ja",67,31,28,11,1,67,31,28,43,12,1,1,1,0.255813953488372,0.0833333333333333
"121",17392,13652,"Nationalstrassen- und Agglomerationsverkehrs-Fonds (NAF). Schliessung der Finanzierungslücke und Strategisches Entwicklungsprogramm Nationalstrassen","Gesamtabstimmung",5004,193,193,1,"Ja",67,31,28,43,12,67,31,28,43,12,1,1,1,1,1
"122",17472,13732,"Militärstrafprozess. Ausdehnung der Rechte der Geschädigten","Schlussabstimmung",5004,194,194,1,"Ja",65,31,30,43,12,65,31,30,43,12,1,1,1,1,1
"123",17473,13733,"Strafregistergesetz (VOSTRA)","Schlussabstimmung",5004,195,147,0.753846153846154,"Ja",19,30,30,43,12,67,30,30,43,12,0.283582089552239,1,1,1,1
"124",17474,13734,"Landesversorgungsgesetz. Totalrevision","Schlussabstimmung",5004,195,195,1,"Ja",66,31,30,43,12,66,31,30,43,12,1,1,1,1,1
"125",17475,13735,"ZGB. Adoption. Änderung","Schlussabstimmung",5004,193,125,0.647668393782383,"Ja",8,30,19,43,12,67,31,30,43,12,0.119402985074627,0.967741935483871,0.633333333333333,1,1
"126",17476,13736,"Bundesgesetz über die Arbeit in Unternehmen des öffentlichen Verkehrs (AZG). Teilrevision","Schlussabstimmung",5004,196,196,1,"Ja",67,31,30,43,12,67,31,30,43,12,1,1,1,1,1
"127",17477,13737,"Unternehmenssteuerreformgesetz III","Schlussabstimmung",5004,194,139,0.716494845360825,"Ja",67,31,28,0,0,67,31,30,43,12,1,1,0.933333333333333,0,0
"128",17478,13738,"Informationsaustausch in Steuersachen. Abkommen mit Belize und Grenada","Schlussabstimmung",5004,191,129,0.675392670157068,"Ja",0,31,30,43,12,67,31,30,43,12,0,1,1,1,1
"129",17479,13739,"Informationsaustausch in Steuersachen. Abkommen mit Belize und Grenada","Schlussabstimmung",5004,189,129,0.682539682539683,"Ja",0,31,30,43,12,66,31,30,43,12,0,1,1,1,1
